Cueanexo,Nombre_EE,Sector,Ámbito,Código de localidad,Localidad,Primario,Secundario,Jardín,id_depto
020084500,INSTITUTO HULL CORDELL,Privado,Urbano,02112001,CIUDAD DE BUENOS AIRES,1,1,1,2000
020085500,INSTITUTO SAGRADO CORAZON,Privado,Urbano,02105001,CIUDAD DE BUENOS AIRES,1,1,1,2000
020099200,JII Nº 01 PROFESOR LUIS SIXTO CLARA DE 16,Estatal,Urbano,02112001,CIUDAD DE BUENOS AIRES,0,0,1,2000
020156300,INSTITUTO BELGRANO UNO,Privado,Urbano,02113001,CIUDAD DE BUENOS AIRES,1,1,1,2000
020173600,INSTITUTO LA ESCUELITA,Privado,Urbano,02113001,CIUDAD DE BUENOS AIRES,1,0,1,2000
020182600,INSTITUTO SAINT EXUPERY,Privado,Urbano,02106001,CIUDAD DE BUENOS AIRES,1,1,1,2000
020188400,JARDIN DE INFANTES BUMERANG,Privado,Urbano,02114001,CIUDAD DE BUENOS AIRES,0,0,1,2000
020304600,INST. EDUCATIVO FERROCARRIL OESTE,Privado,Urbano,02106001,CIUDAD DE BUENOS AIRES,1,0,1,2000
020307400,JIC N°10 DE 10,Estatal,Urbano,02112001,CIUDAD DE BUENOS AIRES,0,0,1,2000
060027700,JARDÍN DE INFANTES Nº907 REINA CARDONE,Estatal,Urbano,06602004,CARMEN DE PATAGONES,0,0,1,6602
060046000,JARDÍN DE INFANTES Nº920,Estatal,Urbano,06568003,HAEDO,0,0,1,6568
060078400,JARDÍN DE INFANTES Nº902 RICARDO GUTIERREZ,Estatal,Urbano,06028015,ADROGUE,0,0,1,6028
060085100,JARDÍN DE INFANTES Nº901 CONSTANCIO C. VIGIL,Estatal,Urbano,06665016,VILLA RAMALLO,0,0,1,6665
060117900,JARDÍN DE INFANTES Nº919 TIERRAS ALTAS,Estatal,Rural,06749047,ARROYO PAY CARABI,0,0,1,6749
060118100,JARDÍN DE INFANTES Nº904,Estatal,Rural,06749032,ISLAS DEL DELTA,0,0,1,6749
060124600,JARDÍN DE INFANTES Nº908 ROSARIO VERA PEÑALOZA,Estatal,Rural,06854034,VALDES,0,0,1,6854
060180000,JARDÍN DE INFANTES Nº902,Estatal,Urbano,06175002,COLON,0,0,1,6175
060224900,JARDÍN DE INFANTES Nº902 REMEDIOS DE ESCALADA,Estatal,Rural,06147020,SMITH,0,0,1,6147
060225700,JARDÍN DE INFANTES Nº908,Estatal,Rural,06147003,CADRET,0,0,1,6147
060230600,JARDÍN DE INFANTES Nº908 ISLAS MALVINAS,Estatal,Urbano,06861005,FLORIDA OESTE,0,0,1,6861
060231100,JARDÍN MUNICIPAL Nº1 DEL SOL,Estatal,Urbano,06035009,PIÑEYRO,0,0,1,6035
060268800,JARDÍN MUNICIPAL Nº3 TAMBOR DE TACUARI,Estatal,Urbano,06568001,CASTELAR,0,0,1,6568
060338300,JARDÍN DE INFANTES SANTA TERESITA DEL NIÑO JESUS,Privado,Rural,06413011,FORTIN TIBURCIO,0,0,1,6413
060357200,JARDÍN DE INFANTES Nº913 BERNARDINO RIVADAVIA,Estatal,Urbano,06469015,LINCOLN,0,0,1,6469
060414200,JARDÍN CENTRO CULTURAL ITALIANO,Privado,Urbano,06861009,OLIVOS,0,0,1,6861
060431700,JARDÍN DE INFANTES Nº911,Estatal,Urbano,06364003,GENERAL RODRIGUEZ,0,0,1,6364
060448200,JARDÍN DE INFANTES NIÑO JESUS,Privado,Urbano,06483012,LOBOS,0,0,1,6483
060478700,JARDÍN DE INFANTES MARTÍN PESCADOR,Privado,Urbano,06056003,BAHIA BLANCA,0,0,1,6056
060557200,JARDÍN DE INFANTES Nº901 SARA MARINO,Estatal,Urbano,06413012,JUNIN,0,0,1,6413
060578300,JARDÍN DE INFANTES Nº931,Estatal,Urbano,06371007,GENERAL SAN MARTIN,0,0,1,6371
060583500,JARDÍN DE INFANTES POMPON,Privado,Urbano,06371026,VILLA LIBERTAD,0,0,1,6371
060630500,JARDÍN DE INFANTES Nº902,Estatal,Rural,06161010,TRES SARGENTOS,0,0,1,6161
060632300,JARDÍN DE INFANTES Nº905 ERNESTO ALVES,Estatal,Urbano,06770011,GOBERNADOR CASTRO,0,0,1,6770
060690100,JARDÍN DE INFANTES Nº915,Estatal,Rural,06063029,SAN ALBERTO,0,0,1,6063
060757600,JARDÍN DE INFANTES Nº904 PABLO FRANCISCO PACHECO,Estatal,Urbano,06343006,RANCHOS,0,0,1,6343
060864700,JARDÍN DE INFANTES Nº901 DOMINGO FAUSTINO SARMIENTO,Estatal,Urbano,06826029,TRENQUE LAUQUEN,0,0,1,6826
060868600,JARDÍN DE INFANTES DEL CASTILLO,Privado,Urbano,06434031,LANUS OESTE,0,0,1,6434
060969700,JARDÍN DE INFANTES Nº909 JOSÉ HERNANDEZ,Estatal,Urbano,06413012,JUNIN,0,0,1,6413
061020300,JARDÍN DE INFANTES Nº907 JUANA MANSO,Estatal,Urbano,06434003,GERLI,0,0,1,6434
061054900,COLEGIO DEL PILAR,Privado,Urbano,06638012,PILAR,1,0,1,6638
061083500,JARDÍN DE INFANTES Nº905 SARA CHAMBERLAIN DE ECCLESTON,Estatal,Urbano,06077001,ARRECIFES,0,0,1,6077
061214400,JARDÍN DE INFANTES MALLINCKRODT,Privado,Urbano,06756006,MARTINEZ,0,0,1,6756
061214600,COLEGIO SAN CARLOS,Privado,Urbano,06756001,ACASSUSO,1,0,1,6756
061337800,JARDÍN DE INFANTES Nº930 FLORENCIO MOLINA CAMPOS,Estatal,Rural,06357036,QUINTAS DE PERALTA RAMOS,0,0,1,6357
061550100,JARDÍN MATERNAL ARROZ CON LECHE,Estatal,Urbano,06735007,SAN ANTONIO DE ARECO,0,0,1,6735
061596500,JARDÍN DE INFANTES NUESTRA TIERRA,Privado,Urbano,06270001,CANNING,0,0,1,6270
061669700,NIVEL INICIAL MANUEL BELGRANO,Privado,Urbano,06833027,TRES ARROYOS,0,0,1,6833
061844200,JARDÍN JUANA MANSO,Privado,Urbano,06028020,SAN JOSE,0,0,1,6028
062038300,JARDÍN DE INFANTES RURAL Nº6,Estatal,Rural,06875021,LA CARLOTA,0,0,1,6875
062058200,JARDÍN DE INFANTES Nº911,Estatal,Rural,06218004,COMANDANTE GIRIBONE,0,0,1,6218
062072600,JARDÍN DE INFANTES LA CASITA DEL BOSQUE,Privado,Urbano,06270003,JOSE MARIA EZEIZA,0,0,1,6270
062079300,JARDÍN DE INFANTES Nº904,Estatal,Urbano,06277005,FLORENTINO AMEGHINO,0,0,1,6277
062080400,JARDÍN MATERNAL EL REDONDEL,Privado,Urbano,06568003,HAEDO,0,0,1,6568
062097400,JARDÍN MATERNAL Nº4,Estatal,Urbano,06861007,MUNRO,0,0,1,6861
062106200,LUCERO NORTE,Privado,Urbano,06638012,PILAR,0,0,1,6638
062115700,JARDÍN MATERNAL MUNICIPAL Nº2,Estatal,Urbano,06861009,OLIVOS,0,0,1,6861
062121200,COLEGIO BARKER,Privado,Urbano,06490005,LOMAS DE ZAMORA,0,0,1,6490
062125100,JARDÍN DE INFANTES RURAL Nº6,Estatal,Rural,06231019,LA MANUELA,0,0,1,6231
062125700,JARDÍN DE INFANTES RURAL Nº6,Estatal,Urbano,06392025,PIEDRITAS,0,0,1,6392
062127400,JARDÍN DE INFANTES RURAL Nº1 LUJAN DEL RIO,Estatal,Rural,06655005,PIPINAS,0,0,1,6655
062127700,JARDÍN DE INFANTES RURAL Nº4,Estatal,Rural,06819021,TORNQUIST,0,0,1,6819
062131600,JARDÍN DE INFANTES RURAL Nº1,Estatal,Rural,06021001,ALBERTI,0,0,1,6021
062132900,JARDÍN DE INFANTES RURAL Nº2,Estatal,Rural,06469013,LAS TOSCAS,0,0,1,6469
062135000,JARDÍN DE INFANTES RURAL Nº1,Estatal,Urbano,06329003,GENERAL LAS HERAS,0,0,1,6329
062152400,JARDÍN DE INFANTES RURAL Nº5,Estatal,Rural,06602018,JUAN A. PRADERE,0,0,1,6602
062153400,JARDÍN DE INFANTES RURAL Nº1 CORONEL BOGADO,Estatal,Urbano,06665016,VILLA RAMALLO,0,0,1,6665
062164300,JARDÍN DE INFANTES RURAL Nº3,Estatal,Rural,06651004,BORDENAVE,0,0,1,6651
062166200,JARDÍN DE INFANTES RURAL Nº5,Estatal,Rural,06343023,FALCONE,0,0,1,6343
062212000,JARDÍN DE INFANTES RURAL Nº9,Estatal,Rural,06399008,FATRALO,0,0,1,6399
062217900,INSTITUTO PROYECCION XXI,Privado,Urbano,06658001,BERNAL,0,0,1,6658
062218600,JARDÍN DE INFANTES SANTA ROSA,Privado,Urbano,06224002,CHIVILCOY,0,0,1,6224
062247100,JARDÍN MATERNAL MUNICIPAL CRECIENDO JUNTOS,Estatal,Urbano,06490014,VILLA FIORITO,0,0,1,6490
062282700,"SENDEROS DE SUTER, JARDÍN DE INFANTES",Privado,Urbano,06778008,SAN VICENTE,0,0,1,6778
062284100,JESUS EN EL HUERTO DE LOS OLIVOS,Privado,Urbano,06861010,VICENTE LOPEZ,0,0,1,6861
062320300,JARDÍN DE INFANTES Nº918,Estatal,Urbano,06392014,GENERAL VILLEGAS,0,0,1,6392
062331400,COLEGIO CEDI NIVEL INICIAL,Privado,Urbano,06441045,GONNET,0,0,1,6441
062351800,JARDÍN DE INFANTES NUESTRA SEÑORA DEL REFUGIO,Privado,Urbano,06756003,BOULOGNE SUR MER,0,0,1,6756
062435200,COLEGIO DE LOS SANTOS PADRES,Privado,Urbano,06760001,BELLA VISTA,0,0,1,6760
180122400,CENTRO DE DESARROLLO INFANTIL NIÑO RHUPA I,Estatal,Urbano,18105051,MERCEDES,0,0,1,18105
180133300,CENTRO DE DESARROLLO INFANTIL ARA PORA,Estatal,Urbano,18021006,CORRIENTES,0,0,1,18021
180134100,CENTRO DE DESARROLLO INFANTIL MAMA PERLA,Estatal,Urbano,18070045,GOYA,0,0,1,18070
220090101,JARDIN DE INFANTES Nº 29 - JUSTA JOSEFA GOMEZ DE BELFIORE,Estatal,Urbano,22140034,RESISTENCIA,0,0,1,22140
220206700,JARDIN DE INFANTES Nº 181 - LIDIA VIVIAM POLINI,Estatal,Urbano,22036016,GENERAL PINEDO,0,0,1,22036
220228000,U.E.G.P Nº 169 (UEP Nº 169) JARDIN MATERNO INFANTIL,Privado,Urbano,22021025,PRESIDENCIA ROQUE SAENZ PEÑA,0,0,1,22021
220235100,E.P.G.S. Nº 2 (INICIAL),Social/cooperativa,Urbano,22140034,RESISTENCIA,0,0,1,22140
220258900,P.E. INICIAL - MIS PRIMEROS PASITOS,Estatal,Rural,22140002,BASAIL,0,0,1,22140
220271700,U.E.G.P Nº 240 -ROMY KID'S-,Privado,Urbano,22084035,GENERAL JOSE DE SAN MARTIN,0,0,1,22084
260006600,ESCUELA DE NIVEL INICIAL Nº 424,Estatal,Urbano,26021004,COMODORO RIVADAVIA,0,0,1,26021
260011702,JARDINES MATERNALES MUNICIPALES Nº 2403,Estatal,Urbano,26035007,ESQUEL,0,0,1,26035
260054700,ESCUELA DE NIVEL INICIAL N° 455,Estatal,Urbano,26035007,ESQUEL,0,0,1,26035
260062900,JARDIN MATERNAL EL PINGÜINITO,Privado,Urbano,26007006,PUERTO MADRYN,0,0,1,26007
260076300,JARDIN MATERNAL Y DE INFANTES CANTE-PRI,Privado,Urbano,26021004,COMODORO RIVADAVIA,0,0,1,26021
260079700,ESCUELA DE NIVEL INICIAL,Estatal,Urbano,26077011,TRELEW,0,0,1,26077
300293400,JARDIN MATERNAL TODOS MIS DIAS,Estatal,Urbano,30105013,VICTORIA,0,0,1,30105
300295000,JARDIN MATERNAL MI PEQUEÑO MUNDO,Estatal,Urbano,30091019,MACIA,0,0,1,30091
300309500,UNIDAD EDUCATIVA DE NIVEL INICIAL MOJARRITAS 34,Estatal,Urbano,30084041,PARANA,0,0,1,30084
300323700,JARDIN MATERNAL ARCO IRIS,Estatal,Urbano,30070008,BOVRIL,0,0,1,30070
380100100,JARDÍN INDEPENDIENTE PBRO FRANCISCO CONTAMIN,Privado,Urbano,38070111,SANTA CLARA,0,0,1,38070
500167800,COLEGIO SANTA CLARA,Privado,Urbano,50070018,MAIPU,1,0,1,50070
500192300,Jardín Maternal J-143 Cuna de Estrellitas,Social/cooperativa,Urbano,50105051,SAN RAFAEL,0,0,1,50105
500200100,RAYITO DE SOL,Social/cooperativa,Rural,50112029,BARRIO MOLINA CABRERA,0,0,1,50112
500216300,CAMINITOS DE PAPEL,Social/cooperativa,Urbano,50070018,MAIPU,0,0,1,50070
500251700,ITALIANA XXI DE ABRIL,Privado,Urbano,50028024,SAN JOSE (GUAYMALLEN),0,0,1,50028
500256000,RISAS DE MI TIERRA,Social/cooperativa,Rural,50070027,TRES ESQUINAS,0,0,1,50070
500265000,OJITOS TRAVIESOS,Social/cooperativa,Urbano,50119012,TUNUYAN,0,0,1,50119
500265800,ANDRADE,Social/cooperativa,Rural,50084001,ANDRADE,0,0,1,50084
540166803,Aula Sat. Guardería San Rafael,Estatal,Urbano,54028012,POSADAS,0,0,1,54028
540173203,Aula Sat. Guardería Casa del Niño IPS,Estatal,Urbano,54028012,POSADAS,0,0,1,54028
580117800,INSTITUTO CRISTIANO EVANGÉLICO BAUTISTA LUZ Y ESPERANZA,Privado,Urbano,58056038,SAN MARTIN DE LOS ANDES,1,0,1,58056
620009500,JARDIN MATERNAL NRO.  7 RUCA LIHUE,Estatal,Urbano,62028013,GENERAL CONESA,0,0,1,62028
620029800,JARDIN MATERNO INFANTIL PARROQUIAL ARCO IRIS,Social/cooperativa,Urbano,62021025,SAN CARLOS DE BARILOCHE,0,0,1,62021
620094000,JARDIN MATERNAL COMUNITARIO NRO. 17,Estatal,Urbano,62021009,EL BOLSON,0,0,1,62021
620115800,ESCUELA INFANTIL TOMASITO,Privado,Urbano,62042017,CIPOLLETTI,0,0,1,62042
660164600,COLEGIO SAN ISIDRO,Privado,Urbano,66028135,SAN LORENZO,1,0,1,66028
740078300,JARDIN MATERNAL TUTU MARAMBA,Estatal,Urbano,74035029,VILLA MERCEDES,0,0,1,74035
780033300,JARDÍN DE INFANTES XOSHEN AIKE,Privado,Urbano,78021078,RIO GALLEGOS,0,0,1,78021
820049500,ESCUELA PART. INC. NRO 1374 DANTE ALIGHIERI,Privado,Urbano,82007007,LAS PAREJAS,1,0,1,82007
820080300,ESCUELA PART. INC. NRO 1044 SANTA ISABEL,Privado,Urbano,82042015,ELORTONDO,1,0,1,82042
020007600,JIC Nº 03 DE 05,Estatal,Urbano,02104001,CIUDAD DE BUENOS AIRES,0,0,1,2000
020053602,ENS N° 03 BERNARDINO RIVADAVIA DE 04,Estatal,Urbano,02101001,CIUDAD DE BUENOS AIRES,0,0,1,2000
020061701,JIN B DE 05 (ESC. PRIM. N° 04 DE 05),Estatal,Urbano,02101001,CIUDAD DE BUENOS AIRES,0,0,1,2000
020119400,JIC N° 02 DE 11,Estatal,Urbano,02107001,CIUDAD DE BUENOS AIRES,0,0,1,2000
020137000,IINSTITUTO COMUNICACIONES,Privado,Urbano,02115001,CIUDAD DE BUENOS AIRES,1,1,1,2000
020140800,INSTITUTO PRIVADO COMPLEJO EDUCATIVO NUEVO SOL,Privado,Urbano,02106001,CIUDAD DE BUENOS AIRES,1,1,1,2000
020148500,INST. NTRA. SRA. DE LOS REMEDIOS,Privado,Urbano,02109001,CIUDAD DE BUENOS AIRES,1,1,1,2000
020165303,JIN D VICTORIA OCAMPO DE 17 (N°24),Estatal,Urbano,02110001,CIUDAD DE BUENOS AIRES,0,0,1,2000
020220500,JIC Nº 03 MAFALDA DE 16,Estatal,Urbano,02111001,CIUDAD DE BUENOS AIRES,0,0,1,2000
020240900,COLEGIO REY FAHD,Privado,Urbano,02114001,CIUDAD DE BUENOS AIRES,1,0,1,2000
020313000,JII Nº 13 DE 01,Estatal,Urbano,02101001,CIUDAD DE BUENOS AIRES,0,0,1,2000
020314100,ESCUELA INFANTIL EL PRINCIPITO,Privado,Urbano,02102001,CIUDAD DE BUENOS AIRES,0,0,1,2000
020316100,JII N° 006 DE 14,Estatal,Urbano,02115001,CIUDAD DE BUENOS AIRES,0,0,1,2000
060016600,JARDÍN DE INFANTES ABEJITAS,Privado,Urbano,06882012,ZARATE,0,0,1,6882
060018100,JARDÍN DE INFANTES ESCOLANDIA,Privado,Urbano,06882012,ZARATE,0,0,1,6882
060069800,JARDÍN DE INFANTES Nº912,Estatal,Urbano,06791044,TANDIL,0,0,1,6791
060081200,JARDÍN DE INFANTES Nº908 DR.ZARINI,Estatal,Rural,06791023,GARDEY,0,0,1,6791
060113100,JARDÍN DE INFANTES Nº903 ROSA Y CAROLINA AGAZZI,Estatal,Urbano,06260007,MONTE GRANDE,0,0,1,6260
060150400,JARDÍN DE INFANTES Nº911,Estatal,Urbano,06252005,GARIN,0,0,1,6252
060156300,JARDÍN DE INFANTES DEL PRADO,Privado,Urbano,06028008,LONGCHAMPS,0,0,1,6028
060167900,JARDÍN DE INFANTES Nº903 F. G. ARMSTRONG,Estatal,Urbano,06763019,VILLA RICCIO,0,0,1,6763
060176700,JARDÍN DE INFANTES Nº902 GENERAL MANUEL BELGRANO,Estatal,Rural,06547001,ABBOTT,0,0,1,6547
060181700,JARDÍN DE INFANTES Nº905 GRUMETE EDUARDO PRICE,Estatal,Urbano,06028007,JOSE MARMOL,0,0,1,6028
060187900,JARDÍN DE INFANTES Nº902 CANDIDO MONEO SANZ,Estatal,Rural,06343003,LOMA VERDE,0,0,1,6343
060191100,JARDÍN DE INFANTES Nº901 MERCEDITAS DE SAN MARTÍN,Estatal,Urbano,06532011,MERCEDES,0,0,1,6532
060207600,JARDÍN DE INFANTES Nº914,Estatal,Urbano,06658008,QUILMES,0,0,1,6658
060239000,HOGAR ESCUELA CRISTIANA FE,Privado,Urbano,06371020,VILLA GENERAL TOMAS GUIDO,1,0,1,6371
060253600,JARDÍN DE INFANTES NUESTRA SEÑORA DEL VALLE,Privado,Urbano,06805006,DON TORCUATO,0,0,1,6805
060277000,INSTITUTO EDUCATIVO PUNTA MOGOTES,Privado,Urbano,06357041,PUNTA MOGOTES,0,0,1,6357
060301800,JARDÍN DE INFANTES Nº911 FRAY MAMERTO ESQUIÚ,Estatal,Urbano,06728014,SAN ANDRES DE GILES,0,0,1,6728
060310000,JARDÍN DE INFANTES AMUYEN,Privado,Urbano,06357020,MAR DEL PLATA,0,0,1,6357
060313200,JARDÍN DE INFANTES Nº902 OLGA COSSETTINI,Estatal,Urbano,06357020,MAR DEL PLATA,0,0,1,6357
060344000,JARDÍN DE INFANTES Nº902 DR. RENE FAVALORO,Estatal,Urbano,06595027,OLAVARRIA,0,0,1,6595
060352700,COLEGIO FRAY MAMERTO ESQUIU,Privado,Urbano,06595027,OLAVARRIA,1,0,1,6595
060360300,JARDÍN DE INFANTES NUESTRA SEÑORA DE LUJAN,Privado,Urbano,06497009,LUJAN,0,0,1,6497
060370700,JARDÍN DE INFANTES Nº920,Estatal,Urbano,06539005,MERLO,0,0,1,6539
060373100,JARDÍN DE INFANTES Nº937,Estatal,Urbano,06371003,CIUDAD JARDIN DEL LIBERTADOR,0,0,1,6371
060373900,JARDÍN DE INFANTES SAN LEOPOLDO MANDIC,Privado,Urbano,06595027,OLAVARRIA,0,0,1,6595
060388600,JARDÍN DE INFANTES Nº922,Estatal,Urbano,06434003,GERLI,0,0,1,6434
060399000,JARDÍN DE INFANTES Nº968,Estatal,Urbano,06658004,DON BOSCO,0,0,1,6658
060404100,JARDÍN DE INFANTES Nº901 NICOLAS AVELLANEDA,Estatal,Urbano,06035009,PIÑEYRO,0,0,1,6035
060441000,JARDÍN DE INFANTES Nº911 JUANA MANSO,Estatal,Urbano,06112003,BRAGADO,0,0,1,6112
060454200,JARDÍN DE INFANTES Nº910 CIRIACA PALAU DE LAPUIR,Estatal,Urbano,06056003,BAHIA BLANCA,0,0,1,6056
060564200,JARDÍN DE INFANTES Nº904,Estatal,Rural,06084016,TEDIN URIBURU,0,0,1,6084
060588100,JARDÍN DE INFANTES Nº901 GENERAL MARIANO NECOCHEA,Estatal,Urbano,06581018,NECOCHEA,0,0,1,6581
060644500,JARDÍN DE INFANTES Nº926 VOCECITAS DE BANDONEON,Estatal,Urbano,06560005,LA REJA,0,0,1,6560
060652300,JARDÍN DE INFANTES Nº907,Estatal,Urbano,06770035,SANTA LUCIA,0,0,1,6770
060673300,JARDÍN DE INFANTES Nº916 JOSÉ MANUEL ESTRADA,Estatal,Urbano,06581018,NECOCHEA,0,0,1,6581
060714800,JARDÍN DE INFANTES Nº901TOMAS ESPORA,Estatal,Urbano,06182017,PUNTA ALTA,0,0,1,6182
060728300,JARDÍN DE INFANTES Nº902 GRANADEROS DE SAN MARTIN,Estatal,Urbano,06532011,MERCEDES,0,0,1,6532
060743900,JARDÍN DE INFANTES MODELO AÑO 2000,Privado,Urbano,06427006,GREGORIO DE LAFERRERE,0,0,1,6427
060751800,JARDÍN MUNICIPAL Nº12,Estatal,Urbano,06274005,FLORENCIO VARELA,0,0,1,6274
060759600,JARDÍN DE INFANTES Nº901 SAN GABRIEL,Estatal,Urbano,06028015,ADROGUE,0,0,1,6028
060801900,JARDÍN DE INFANTES SEMILLITAS,Privado,Urbano,06266006,CAPILLA DEL SEÑOR,0,0,1,6266
060820700,INSTITUTO LA TRINIDAD,Privado,Urbano,06427005,GONZALEZ CATAN,1,0,1,6427
060821700,JARDÍN MUNICIPAL Nº30,Estatal,Urbano,06035012,VILLA DOMINICO,0,0,1,6035
060869500,JARDÍN DE INFANTES SANTA MARIA,Privado,Urbano,06427007,ISIDRO CASANOVA,0,0,1,6427
060870400,COLEGIO SAN JORGE,Privado,Urbano,06805009,GENERAL PACHECO,1,0,1,6805
060883200,JARDÍN DE INFANTES Nº901 MANUEL BELGRANO,Estatal,Urbano,06441026,LA PLATA,0,0,1,6441
060883500,JARDÍN DE INFANTES Nº925 MARIA E. FIGUEROA,Estatal,Urbano,06441026,LA PLATA,0,0,1,6441
060901800,ESCUELA MARIA SUSANA,Privado,Urbano,06651022,PUAN,1,0,1,6651
060929500,COLEGIO PRESBITERO JUAN MARSIGLIO,Privado,Urbano,06280018,MIRAMAR,1,0,1,6280
060970000,JARDÍN DE INFANTES Nº914 JOSEFINA ALVARELLO DE MORENI,Estatal,Urbano,06413012,JUNIN,0,0,1,6413
060985400,JARDÍN DE INFANTES Nº901 GRAN MALVINA Y SOLEDAD,Estatal,Urbano,06515002,INGENIERO ADOLFO SOURDEAUX,0,0,1,6515
060993700,JARDÍN DE INFANTES DEL SUR,Privado,Urbano,06028008,LONGCHAMPS,0,0,1,6028
060995300,COLEGIO SAGRADO CORAZON DE JESUS,Privado,Urbano,06539005,MERLO,1,0,1,6539
061005600,JARDÍN DE INFANTES SAGRADA FAMILIA,Privado,Urbano,06791044,TANDIL,0,0,1,6791
061014900,JARDÍN DE INFANTES Nº918,Estatal,Urbano,06091031,BERAZATEGUI OESTE,0,0,1,6091
061045900,ESCUELA SANTA MAGDALENA,Privado,Urbano,06861009,OLIVOS,1,0,1,6861
061050900,JARDÍN MUNICIPAL CAMINITO,Estatal,Urbano,06840002,CASEROS,0,0,1,6840
061074100,JARDÍN DE INFANTES NUESTRA SEÑORA DEL VALLE,Privado,Urbano,06427005,GONZALEZ CATAN,0,0,1,6427
061127400,JARDÍN DE INFANTES Nº910 REMEDIOS ESCALADA DE SAN MARTIN,Estatal,Urbano,06371004,CIUDAD VILLA BALLESTER,0,0,1,6371
061135900,JARDÍN DE INFANTES SAN PIO X,Privado,Urbano,06441026,LA PLATA,0,0,1,6441
061183900,JARDÍN DE INFANTES Nº906 CELIA BERNAL DE PEREYRA,Estatal,Urbano,06638018,ZELAYA,0,0,1,6638
061185100,JARDÍN DE INFANTES Nº916,Estatal,Urbano,06434030,LANUS ESTE,0,0,1,6434
061242900,JARDÍN DE INFANTES ISLAS MALVINAS,Privado,Urbano,06427007,ISIDRO CASANOVA,0,0,1,6427
061263100,JARDÍN DE INFANTES Nº914 HERMINIA BRUMANA,Estatal,Urbano,06638002,DEL VISO,0,0,1,6638
061293200,JARDÍN DE INFANTES Nº934,Estatal,Rural,06805020,ISLAS,0,0,1,6805
061294600,JARDÍN DE INFANTES Nº973 DON EMILIO HERRLEIN,Estatal,Urbano,06441063,VILLA ELVIRA,0,0,1,6441
061295100,JARDÍN DE INFANTES FLORENTINO AMEGHINO,Privado,Urbano,06091031,BERAZATEGUI OESTE,0,0,1,6091
061348800,JARDÍN DE INFANTES Nº917,Estatal,Urbano,06408002,HURLINGHAM,0,0,1,6408
061378800,JARDÍN DE INFANTES Nº917,Estatal,Urbano,06260002,EL JAGÜEL,0,0,1,6260
061387100,JARDÍN DE INFANTES Nº965,Estatal,Urbano,06427006,GREGORIO DE LAFERRERE,0,0,1,6427
061390500,JARDÍN DE INFANTES Nº955PINTA TU ALDEA Y PINTARAS TU MUNDO,Estatal,Urbano,06658041,QUILMES OESTE,0,0,1,6658
061412900,JARDÍN DE INFANTES NIÑO JESUS,Privado,Urbano,06412001,JOSE C PAZ,0,0,1,6412
061413200,JARDÍN DE INFANTES NUESTRA SEÑORA DEL CARMEN,Privado,Urbano,06805001,BENAVIDEZ,0,0,1,6805
061431700,JARDÍN DE INFANTES Nº941,Estatal,Urbano,06490007,TEMPERLEY,0,0,1,6490
061479900,JARDÍN DE INFANTES APRENDIJUEGOS,Privado,Urbano,06434030,LANUS ESTE,0,0,1,6434
061844800,JARDÍN DE INFANTES Nº999,Estatal,Urbano,06427005,GONZALEZ CATAN,0,0,1,6427
062007300,JARDÍN DE INFANTES Nº924,Estatal,Urbano,06252001,BELEN DE ESCOBAR,0,0,1,6252
062035700,JARDÍN DE INFANTES Nº961,Estatal,Urbano,06658008,QUILMES,0,0,1,6658
062073100,JARDÍN DE INFANTES Nº942,Estatal,Urbano,06805016,TIGRE,0,0,1,6805
062111700,ESCUELA DE LA INFANCIA TRAMPOLIN,Privado,Urbano,06882012,ZARATE,0,0,1,6882
062138000,JARDÍN DE INFANTES RURAL Nº2,Estatal,Urbano,06735007,SAN ANTONIO DE ARECO,0,0,1,6735
062146100,JARDÍN DE INFANTES RURAL Nº8,Estatal,Rural,06483012,LOBOS,0,0,1,6483
062152200,JARDÍN DE INFANTES RURAL Nº2,Estatal,Urbano,06581018,NECOCHEA,0,0,1,6581
062165100,JARDÍN DE INFANTES RURAL Nº9,Estatal,Urbano,06595027,OLAVARRIA,0,0,1,6595
062169500,JARDÍN DE INFANTES RURAL Nº9,Estatal,Rural,06287009,JOSE M. MICHEO,0,0,1,6287
062170600,JARDÍN DE INFANTES RURAL Nº6,Estatal,Urbano,06707020,SALADILLO,0,0,1,6707
062228600,JARDÍN DE INFANTES Nº916,Estatal,Urbano,06134014,MAXIMO PAZ,0,0,1,6134
062278400,JARDÍN DE INFANTES Nº949,Estatal,Urbano,06805016,TIGRE,0,0,1,6805
062279700,JARDÍN DE INFANTES Nº927,Estatal,Urbano,06515001,GRAND BOURG,0,0,1,6515
062307700,JARDÍN DE INFANTES Nº925,Estatal,Urbano,06412001,JOSE C PAZ,0,0,1,6412
062336500,JARDÍN DE INFANTES RURAL DE MATRÍCULA MÍNIMA Nº5,Estatal,Rural,06134011,LA LEONOR,0,0,1,6134
062344000,INSTITUTO DE ENSEÑANZA AMÉRICA DEL SUR IDEAS,Privado,Urbano,06035001,AVELLANEDA,0,0,1,6035
062396300,JARDÍN DE INFANTES JORGE NEWBERY,Privado,Urbano,06270003,JOSE MARIA EZEIZA,0,0,1,6270
062404900,JARDÍN DE INFANTES INNOVA,Estatal,Urbano,06658001,BERNAL,0,0,1,6658
062438000,ESCUELA MUNICIPAL LAS ALGARROBAS - NIVEL INICIAL,Estatal,Urbano,06441003,ARTURO SEGUI,0,0,1,6441
